File,UP,DOWN,FPS
00:08:45.578.mp4,0,0,47.06095255148628
00:09:34.084.mp4,0,0,48.74892744038821
00:17:10.535.mp4,0,0,48.45590899483034
00:12:19.952.mp4,0,0,48.234412929622174
00:09:38.088.mp4,1,0,47.713110656498976
00:15:44.934.mp4,0,0,47.748978215072306
00:12:29.397.mp4,2,6,47.76338420887466
00:11:21.904.mp4,1,0,47.41598278037736
00:10:39.642.mp4,0,0,47.47856388695727
00:01:56.787.mp4,1,0,47.45159341370559
00:10:57.095.mp4,0,0,47.179685703550184
00:00:54.431.mp4,0,1,46.671271994444595
00:11:40.728.mp4,1,0,46.406071764752305
00:02:06.019.mp4,0,0,46.19208827217242
00:01:18.718.mp4,0,0,39.96168603458004
00:00:40.515.mp4,0,0,40.02955234261248
00:01:08.637.mp4,0,0,39.77512167130094
00:03:14.557.mp4,1,0,40.769010438300015
00:03:24.590.mp4,0,2,40.89018042618788
00:10:18.376.mp4,0,0,41.43250686832519
00:21:04.004.mp4,0,0,41.30449763419046
00:14:57.864.mp4,0,0,40.950065043786466
00:01:43.464.mp4,0,1,41.148771220105516
00:09:14.543.mp4,1,0,41.18608596916688
00:00:44.976.mp4,1,0,41.576432921596876
00:20:31.154.mp4,0,0,40.729676524596634
00:10:31.171.mp4,2,0,41.282398595457
00:00:30.442.mp4,0,0,40.642302681205905
00:02:45.437.mp4,0,0,40.772513905720054
00:01:35.018.mp4,0,0,40.7768202834237
00:02:56.377.mp4,0,0,41.072331981353855
00:07:23.982.mp4,0,1,40.745381099025906
00:07:13.094.mp4,1,0,41.20793031893083
00:13:57.166.mp4,0,0,40.96820933732026
00:01:33.260.mp4,1,0,40.49556797099065
00:01:46.723.mp4,0,1,40.538496053223284
00:12:35.997.mp4,0,0,40.408570950368606
00:02:09.862.mp4,0,0,40.1757000945437
00:08:16.887.mp4,3,0,40.40951007994612
00:06:41.309.mp4,0,0,40.00475797307309
00:06:29.647.mp4,0,0,40.2418573506422
00:03:56.751.mp4,2,0,39.897830412101584
00:03:57.024.mp4,0,1,39.80252791983397
00:08:29.506.mp4,0,0,40.88933480413443
00:04:09.367.mp4,0,2,40.67131170297684
00:01:18.633.mp4,0,1,45.61312836943272
00:03:45.470.mp4,1,0,46.09129495539831
00:02:22.882.mp4,0,0,43.5037534227581
00:20:47.501.mp4,0,0,39.979489151622865
00:04:41.671.mp4,0,3,39.70551053853764
00:17:09.138.mp4,1,1,39.61741971865375
00:15:30.421.mp4,0,0,39.05041629696839
00:01:06.501.mp4,0,0,39.30158934378708
00:04:18.881.mp4,1,0,39.78745228939061
00:04:33.174.mp4,0,1,39.80704945605721
00:04:28.936.mp4,2,0,40.27263286710212
00:05:42.581.mp4,0,2,40.12484119363444
00:05:28.371.mp4,1,0,39.94645502524065
00:02:56.135.mp4,0,0,40.42442129496769
00:03:12.339.mp4,0,2,40.64130611098917
00:10:06.540.mp4,1,7,45.348033679846154
00:16:51.490.mp4,0,0,40.26322256505475
00:07:29.492.mp4,5,0,40.03265072265994
00:09:56.904.mp4,1,1,40.94000905855728
00:10:27.030.mp4,2,5,40.881277700309795
00:12:52.070.mp4,2,3,40.786471619768754
00:12:21.225.mp4,1,0,40.59311063757869
00:10:54.742.mp4,3,4,40.546453232314825
00:16:21.036.mp4,0,1,39.49226601474988
00:07:53.511.mp4,2,4,39.37828035805354
00:14:41.820.mp4,0,0,41.593365067931636
00:09:19.676.mp4,2,10,40.82591422806751
00:08:51.004.mp4,8,0,40.0085581549095
00:20:19.787.mp4,1,8,41.00848676139228
00:17:57.644.mp4,1,3,40.240601485540324
00:14:54.399.mp4,2,3,39.96784993500637
00:19:27.559.mp4,8,2,39.18131638901074
00:16:54.613.mp4,2,4,40.108617676974035
